uid	gender	age	occupation	seq
2268	1	2	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,1004,2527,2464,3027,3145,3124,674,657,1044,1407,503,1086,1,1114,3147,1465,2390,1151,1136,1943,1689,140,2197,2255,1400,723,1224,1446,1533,1651,3162,1116,1997,2932,456,1491,1528,361,345,1209,2758,348,11,1806,560,476,1428,330,2764,267,515,1277,568,214,669,2698,1207,1090,974,1755,36
4308	0	2	5	384,1845,275,1618,492,132,60,2364,692,1568,659,165,602,14,3054,1324,183,2111,2054,2935,1586,526,101,359,1300,2374,2776,2349,325,429,2370,1739,656,1639,544,164,706,690,1281,623,1379,449,518,648,253,2471,2472,768,531,1038,1892,1235,2384,3110,1884,1176,1525,1411,2209,1719,1102,3303,1702,1181,1721,1822,1718,1711,2154,2208,1722,1873,1723,1710,1724,1179,1162,3258,1084,1116,964,3267,528,2589,364,1177,666,1515,1398,966,1352,271,1645,2510,357,516,2476,2550,175,2721
5914	0	4	17	759,799,2987,1407,576,831,1673,2963,1681,1079,958,2090,2584,1919,6,188,47,1974,1837,1210,1289,1750,2622,2886,143,858,808,246,1098,1131,1044,2540,2821,1371,1207,1209,2105,2223,994,992,456,666,2319,1740,1075,3077,3115,999,2002,1120,1225,794,2637,2532,1080,2730,1083,822,787,3042,1125,2986,844,39,951,2988,223,911,1950,2734,1113,2051,2464,2892,1790,953,2585,1875,2582,447,2694,1019,473,21,2335,955,468,3112,1952,804,2419,3040,416,1141,646,1686,1578,2894,1500,2576
5738	0	2	4	0,0,0,0,0,0,0,0,0,503,1755,1042,1651,1407,576,422,279,1124,1132,564,1239,3036,968,34,2380,2660,2054,212,2235,2019,2814,2095,2368,2435,2771,2436,1254,300,50,1040,2552,3094,2527,2036,674,531,979,963,1340,2261,1,1483,1456,2007,1424,1649,2029,2576,2365,2827,39,2623,2669,2630,2802,2772,3344,2834,1004,3047,1603,561,2800,2025,2828,2957,3121,2805,3184,3097,1084,1046,3341,302,3383,2803,1271,3147,3449,791,3027,3164,3480,3490,3529,3439,3528,3491,3149,2667
2319	1	3	3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,1040,964,797,2464,3510,1103,1994,561,2615,2814,1456,3454,1693,1371,3146,1082,290,517,1128,793,812,3279,2344,813,999,50,1044,1407,1111,801,1052,246,1084,1042,2261,1046,1043,919,2761,1061,2663,1068,1105,2065,858,1727,3383
1836	1	0	10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043,171,1044,2771,808,971,906,871,912,916,1636,1,2434,533,34,3016,1862,526,560,1126,345,561,2261,2663,106,2830,456,1733,21,1492,1371,2435
3204	1	2	12	1060,3039,954,1116,2461,1122,3016,3085,1682,990,2802,2956,2801,2810,2935,1746,107,801,564,679,1091,279,1078,106,2095,2197,3184,3165,3147,3220,3124,349,1739,151,1755,337,1408,1222,442,147,561,2090,433,1500,1783,16,330,2895,519,1523,358,740,2583,2381,1492,1981,2186,1398,155,1388,2297,3282,2286,275,2739,2364,1606,2350,1295,1529,1262,162,456,188,2827,1375,1227,622,1205,1371,298,418,2307,308,1833,1109,447,1733,11,1528,361,39,416,720,2349,568,515,338,320,710
4706	1	4	3	1,2726,972,2197,1422,1109,817,1030,835,803,1615,1691,1790,1054,1457,2694,1659,433,2613,1789,526,511,2614,2540,1683,1666,2464,2735,1110,2322,1114,1456,329,842,2720,3348,857,2097,344,1424,1684,1419,491,2696,2004,106,1663,791,2021,3324,1075,2941,1104,812,657,865,811,679,3143,2650,1027,2754,1050,2406,792,1059,1239,279,1667,1071,2863,3209,808,1640,3329,1144,2095,3155,954,854,1196,795,1107,3083,290,1674,2845,2885,1122,1086,960,2988,152,1137,1792,1688,3459,3424,3399,3402
1729	1	2	2	865,616,1234,2689,2587,1737,1058,3231,289,2683,2059,3336,1082,2405,1195,641,2406,1095,1367,371,2814,3341,2664,2805,3114,2599,1052,1060,1077,1063,1074,1801,1068,2477,1144,2680,2634,3042,1117,1149,2244,2598,1749,3047,1164,857,918,2375,657,2663,1118,785,576,1059,2579,1884,1285,2905,2648,2834,3040,3237,1048,3160,1075,107,471,793,792,797,2990,2746,2660,2283,1109,223,526,537,1694,1366,1081,707,45,1364,1590,249,2671,290,924,1089,291,1241,1024,328,603,718,2817,1338,3512,1885
1673	1	3	20	1060,1137,969,1105,2299,1079,2029,1083,1084,1046,1670,1678,290,807,762,276,1006,1685,951,1133,1218,1354,2726,1675,1042,1144,424,3161,3405,3267,3322,1490,1688,2599,2696,858,2540,3153,1476,251,2586,3076,2986,1747,1239,917,2126,1027,1457,201,1033,2680,1103,505,2821,2094,953,931,971,842,1503,2338,700,972,798,1061,2987,2402,2694,2988,1299,2611,1801,1109,2584,1955,1089,1043,166,3281,2014,2984,1192,2637,1755,1483,3391,2322,1467,2761,3085,1034,2790,2033,1672,326,1068,1391,2729,1139
587	0	5	1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,1124,2527,1483,503,2668,36,564,2359,924,2059,505,2197,968,2029,1615,220,2141,2740,451,491,1284,1465,986,1285,283,1552,1443,1030,700,2138,61,339,1456,1455,2126,1509,11,2136,1433,1627,1343,1980,2142,1188,430,876,1037,331,2671,350,2891,2800,1831,3094,2447,3529,3491,3027
3169	1	3	7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1755,186,963,2527,2095,1514,2660,1109,45,1533,212,1613,353,2094,2021,21,2765,940,39,560,2894,1061,2892,50,2435,1192,576,561,2261,47,564,1783,592,153,1548,1060,2679,2390,1105,1721,1710,1218,3110,2065,1102,2325,857,2332,1158,3089,2154,1179,2419,1169,578,239,659,178,2384,1157,2462,259,363,2213,2269,1450,246,1044,808,1043,949,1751
363	1	5	12	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,3401,1086,1114,1675,1075,473,1035,2754,3040,2610,1955,485,803,251,1792,1457,1109,1343,1020,1091,765,3280,809
5626	1	2	7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,3110,1491,1847,2994,2435,3076,2985,2173,3162,2666,2692,2667,2286,5,1192,564,276,593,1177,1400,433,430,266,1568,358,1279,2052,2381,2511,1409,1249,2550,2436,1352,2364,1513,1982
4971	1	3	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407,674,2477,799,1075,1100,2002,810,3267,3039,1069,2461,3094
2443	1	0	10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056,1042,3383,206,101,2390,2391,246,2307,3122,1892,1044,561,2957,232,2065,2360
5816	0	3	20	0,0,1040,2035,1056,2527,2771,2390,2892,3039,1,1651,1138,1122,1446,1113,1803,1079,1696,34,2464,1225,1371,1806,2719,1151,1899,1528,952,1364,21,560,2593,2988,326,2194,2420,1509,822,101,299,2162,3069,2070,2335,386,1834,706,2811,2169,325,2699,411,332,1991,1065,1174,2326,2322,1169,2419,2153,2311,1168,2332,2329,402,993,2316,1173,2324,857,2328,2391,2346,1888,2158,1180,2342,1042,2338,517,246,813,971,622,1145,2345,2343,1190,1209,1736,2062,1207,2092,2064,2374,2012,1222,1748
3059	1	3	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2470,1182,971,1937,561,32,1375,2261,2827,1334,1227,1027,2381,2443,2660,2370,212,992,2851,707,802,2435,2865,2375,2395
4614	1	1	1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3323,1042,801,2375,2526,839,679,107,963,1074,2527,812,2845,2752,1111,797,246,793,576,1143,1040,1045,50,1044,1094,808,1218,1054,3039,503,999,1116,1724,1047,1053,1102,1084,1103,1225,2614,1059,2988,1673,2532,29,2986,700,1068,25,2390,2528,1109,2660,561,517,3042,953,2585,1076,1114,1086,964,3294,1046,1091,858,1050,1755,1138,1107,809,1056,1792,2340,786,3066,813
5774	0	2	14	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371,1407,337,1801,2539,2827,2435,2659,2501,2550,2667,2574
4278	1	2	12	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3184,2935,1890,300,1093,2029,1422,1463,50,92,2527,2668,276,528,963,2623,1224,1483,153,1974,68,337,1,2362,61,47,1891,1227,1651,1533,593,1375,1424,1192,1285,2765,2888,1400,1236,484,940,765,2004,500,1500,2909,1380,1408,430,2040,559,6,170,1941,2900,966,330,3068,720,3317,967,2381,2349,2380,926,1277,2764,219,2558,2913,426,2286,362,669,1295
1001	0	3	1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1386,17,1808,345,560,72,2093,1457,1747,1151,1825,962,974,1687,2105,2609,1086,964,1070,1071,971,1137,1685,1090,1032
5167	0	4	1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,2613,812,759,2412,2576,2372,3077,3233,251,57,3211,3127,3153,2784,1954,1500,2759,1906,326
1321	1	6	17	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044,3243,1455,3507,3506,3508,3496,1745,3344,565,567,808,971,2771,895,566,905,911,912,1805,34,1821,1810,3016,2813,345,2054,871,900,2811,1812,299,1784,949,902,3218,1742
2282	1	5	20	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,2095,1223,2432,2527,2283,2660,34,1992,119,2439,1424,1,2900,21,3399,2711,468,1533,338,756,2894,337,568,1540,1404,1896,133,1265,2902,3068,238,2257
1076	1	2	16	2614,3457,1122,1137,3085,700,2585,1132,1079,803,944,1151,17,3042,1789,791,106,804,879,2464,3267,1100,843,251,1696,1724,1057,1068,1461,1102,1168,2470,140,2224,1682,662,3094,1792,1424,1313,1271,1375,951,2582,3110,2988,1239,1688,2355,1101,1689,1675,911,2960,2105,964,1974,2616,1721,491,1994,952,954,1090,1129,526,2885,896,940,1727,2883,3280,1213,1491,1141,2272,2846,789,2857,1463,990,133,2803,2656,1115,2800,1142,343,1495,1814,1869,102,40,908,3194,1119,1741,1300,1866,1860
4092	1	4	20	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457,39,817,3345,1500,1218,1061,2738,3408,3401,2623,2660,1080,3211,1088,1140,2902,2827,1727,2711,1422
1412	0	4	11	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,3157,337,165,1052,1056,1940,2462,840,1093,2527,3516,797,2615,1094,1092,1126,3512,1994,2464,526,1456,612,1103,2607,918,1019,3497,2154,3507,1885,994,456,254,3229,1371,3271,3510,2153,500,134
213	1	1	4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043,337,2585,974,50,2236,2527,3184,3339,2436
132	1	2	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,1526,1206,246,3496,3416,3344,3094,3184,3346,3348,3226,2527,456,2464,1126,500,1,2660,1313,2826,337,212,1424,2004,32,1375,1436,2092,2827,1190,1334,1371,24,1606,433,450,1783,2548,1398,2052,2034,1978,108,1377,1589,1255,1485,3480,2934,3314,3221,3145,1755
3541	1	3	6	2435,564,232,561,1059,2660,279,25,2579,2765,2261,1994,700,32,106,969,1483,1456,1422,1533,3036,469,1755,3089,101,1974,2757,326,140,433,3006,1651,528,2375,2885,337,1613,1428,2718,1112,133,2583,2132,457,756,1371,2894,252,1236,61,476,1235,345,3282,500,2380,2640,338,559,3068,966,3217,102,720,967,1334,3307,1570,1750,605,1222,214,496,2764,568,2233,515,2865,224,558,2667,2888,2,1237,527,1975,1116,1103,3173,3094,813,3027,3346,1352,2825,3184,3312,1067,246,1042
1780	1	1	4	3383,563,2126,153,1334,1733,1371,1892,974,1492,1918,108,1398,2307,483,2739,929,3293,2764,155,1459,3348,69,1378,42,275,2066,1645,2527,2740,212,2660,2765,34,1642,2283,2024,1424,1,1340,417,2718,1651,1313,2711,2089,2894,2892,756,1061,1615,1271,2094,170,337,3090,223,1326,21,338,1500,2380,940,1528,2065,1103,2540,2985,2014,232,531,931,2355,50,765,279,576,2368,963,1059,47,1673,1227,206,101,797,314,1368,3184,3226,829,1084,570,2771,565,2859,567,345,1803,1806
2378	1	4	17	50,759,1067,799,279,963,1079,1681,1855,1027,958,2584,1313,1640,2269,1727,6,1919,1974,563,1285,530,1415,3140,410,3279,1044,1076,1074,3153,1071,1084,1083,2586,810,2464,1135,2986,1801,1137,919,1689,2985,1899,2390,2541,1747,2166,1955,1875,1139,1117,2014,3281,1790,1073,1103,2048,2418,1066,1446,3162,2582,2857,2470,2698,1119,1721,2051,1869,2100,2768,1825,995,1146,3092,2408,2759,2695,3116,1141,2413,2688,3328,1130,2652,1209,1947,2942,2105,2122,1839,2758,1748,1378,1687,1840,998,3135,3190
4937	1	1	4	1146,2585,1090,1151,1875,1105,3017,1158,2105,1696,1738,2113,1840,2070,1141,2418,1859,1181,2536,974,1952,1969,2408,2469,2102,1822,2119,2071,1021,1797,1868,2104,3059,1698,1699,3007,3005,3302,2421,2120,2571,2121,3016,1834,2693,2699,914,1820,913,2402,1677,792,915,3271,1908,1821,905,842,1121,3383,3283,2392,3392,3399,3123,3145,3467,3344,3449,2980,1072,2505,3197,2663,1082,1802,3474,3346,671,3443,3225,2335,2307,3414,2292,290,3097,3529,1311,1118,3146,2483,2386,578,188,29,2396,163,2885,1892
1786	1	1	4	348,2892,2004,6,2910,1465,2052,417,1190,1892,925,612,1371,1492,10,32,3070,622,1483,1239,2197,2024,1533,1974,562,318,337,101,456,566,39,1850,1997,1491,283,153,515,2021,1636,476,361,330,1461,1255,1326,21,702,1436,358,559,1783,1205,527,1819,2583,528,1313,349,1509,2092,1406,1265,1546,320,1334,1203,219,3399,1428,424,1739,418,2886,1408,2130,720,605,325,1486,1295,2083,275,206,553,343,898,299,239,444,493,310,1978,1808,238,708,3139,2374,1352,158,1729
3141	0	3	5	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,3450,2261,2358,702,1637,622,1334,1190,517,578,1748,2063,2335,1841,2224,679,2541,1863,2062,1050,1066,2390,802,2375,1407,801,999,1109,2461,2464,3039,1043,3267,1067,759,1131,1076,2477,1063,1137,1070,2730,1500,1096,576,3229,2344,1652,554,34,223,1326
1563	1	2	0	101,2888,3217,134,2233,558,568,1488,266,3139,1038,2911,2898,476,2869,2318,3235,1820,2108,3238,1033,2168,2173,2949,941,1810,918,906,2931,1178,2656,1742,1861,908,1821,1049,915,899,2097,912,3447,3267,2726,3344,3146,896,3374,3414,3312,1131,1050,2130,2122,2744,3532,3496,3528,1018,3415,2105,76,1148,798,2845,1094,1673,2405,3115,1118,2386,1368,3383,1792,1739,1020,3053,2865,2616,2894,314,3166,2264,5,1807,888,1767,484,3529,2960,3313,1122,1978,1771,1091,805,2802,219,469,3279,2620
1157	1	6	3	2806,2790,1116,2540,2850,3085,2535,1136,3004,2635,952,2756,3117,1682,2849,2883,2452,2852,2820,3267,2045,1213,2676,2938,793,1673,977,811,1082,2405,1026,838,1092,2697,788,797,815,799,2342,3088,1911,3274,860,2694,1672,976,1127,960,2845,792,858,1049,3457,3391,2745,1097,822,868,2340,2348,1131,1674,3001,2753,1908,823,1909,859,837,891,2606,3255,1113,787,2719,3094,2527,2660,2374,2443,2576,3127,3153,2386,221,2283,2036,3121,2430,2019,2390,3184,2033,802,707,2814,296,2738,2435,2828
4467	1	1	12	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1696,963,1042,3026,1755,246,50,2889,106,564,3201,2261,2368,1043,1060,759,1067,279,1059,2435,1084,417,999,276,1046,2623
192	1	2	12	2841,2261,2657,1724,1106,2041,3484,2368,2663,1563,2268,1621,2805,3471,551,654,1068,1018,1026,657,1004,674,1069,1285,2491,1246,619,2800,620,1182,2689,2573,1659,1058,2683,2364,1062,679,1063,1737,1144,621,3073,1283,2630,330,797,79,1102,2303,1590,3047,2884,3279,1094,793,3295,417,1092,3143,311,2252,1075,2843,1082,373,2273,3324,1542,1195,2605,1789,2207,3006,2660,2576,2309,2749,2957,2789,3531,799,2752,2745,2747,1681,2720,3115,831,2185,1614,839,964,3256,1677,2275,596,3340,1098,2669
2778	1	6	16	1060,246,813,2261,971,1097,1045,2224,992,3294,2340,1207,2648,1436,1209,1748,2827,1375,1145,2318,3027,3385,2958,3373,3184,2527,2095,2283,2660,1651,1424,718,468,1407,1413,2362,2272,1500,2828,1637,605,1279,1485,2544,17,2368,25,1224,1035,968,251,57,3383,2842,3339,3138,2319,3296,2320,1371,456,1510,561,1368,1334,1190,2307,188,1459,1205,702,298,1473,310,175,920,1529,1566,2481,162,3529,3491,3528,1143,793,799,1049,792,1131,1420,1682,646,1952,666,1686,1021,765,1056,1114,1046
338	1	1	12	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,1797,34,1056,300,50,2261,2307,246,1218,2692,2360,1326,528,1413,2105,1886,2435,919,1203,1046,561,1682,2108,2110,2109,1407,2095,1043,2585,2169,2390,1732,808,1696,1211,106,141,910,2693,26,1042,1114,1205,1207,1208,1190,1209,1651,707,219,325,1375,2527,1109,1313,2380,940,11,68,337,560,3399,559,3068,101,3085,992,32,971,2583,2318,1637,1334
3124	1	2	7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056,566,1043,1,1042,1859,2784,2802,3362,50,1044,246,2477,561,1696,3016,2390,1114,1101,107,2464,300,1407,36,1094,184,2095,503,1803,1651,576,1109,2905,2755,614,232,1052,505,679,1065,1116,2857,1084,2585,2527,2660,1110,469,1146,25,1456,1129,1151,2985,3085,433
1489	1	5	11	1042,3251,3027,2541,1793,576,2857,3500,1432,2714,1146,953,2634,2070,2430,338,1681,1115,1137,2827,1370,21,2390,969,3066,1837,2789,1657,2790,1109,2593,2532,1080,1250,2613,1127,447,2899,451,2342,842,3006,1218,996,1143,2065,707,1269,1683,1833,2806,2894,251,2359,1083,718,931,2206,2726,2058,1271,1509,531,1151,1003,79,2650,1857,939,1057,808,1457,2586,1122,2047,1058,2750,795,3221,2840,999,954,1225,1132,1789,3132,1693,810,2730,2698,1790,2105,1686,3137,2423,1825,1141,1226,3112,1993
3926	1	6	13	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056,1114,2464,858,1042,246,1044,902,2123,515,944,788,566,789,2635,962,2051,2814,801,1075,1424,562,1755,337,1030,1127,3348,1491,1121,1224,2000,1672,1094,3066,3377,3442,1122,2803,1485,3158,11,2922,802,1687,1740,2436,752,808,1050
80	1	2	17	0,0,0,0,0,0,0,0,0,0,0,0,0,2730,2123,3121,3346,3184,3348,605,2261,2583,561,456,2527,1103,1114,1151,2810,1043,3089,1413,966,1622,1428,2828,1375,655,1205,32,702,2396,1157,1521,710,242,503,300,106,564,279,576,1224,1192,1483,2802,140,2762,1239,1533,61,151,562,1974,2197,407,16,2891,1491,2757,1509,720,723,2765,1030,2837,3124,2948,1407,2435,433,1400,1177,559,666,2052,330,1981,2895,740,2703,1235,218,3282,1492,1203,10,337,593,47
5532	1	2	14	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,604,2550,2435,1645,106,2261,1044,2340,1042,1135,1056,919,1727,1060,1400,2614,1046,433,2224,3138,1119,358,666,2611,1207,1748,1114,456,1084,1459,1371,1097,2106,2307,1736,1190,310,2153,2154,1205,298,1865
559	1	4	1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056,1803,2224,1689,3496,2720,2863,300,801,3053,679,1148,1042,1053,2845,812,503,1603,1050,2889,1106,2659,3083,564,2024,971,1094,3085,1065,809,1755,1792,1673,140,1067,918
3336	1	3	1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,803,759,2527,2660,2443,2132,3153,2283,3027,2623,3121,2364,2033,2089,3225,1687,2198,2398,2094,2095,2377,2828
3660	0	2	7	2106,2692,1738,2070,3135,1870,2168,1859,998,2112,2071,2465,2167,1086,1076,1042,1071,964,1146,1137,1689,1684,971,2586,1690,1919,2413,2755,2985,1457,1747,1090,2729,1130,1134,2013,989,3093,1839,3091,3431,759,1046,679,246,2261,3085,1056,1084,1375,2583,1371,2335,1436,2307,2319,702,106,1044,1218,1135,2616,2615,3184,450,433,1400,2656,3235,666,2318,2052,2652,974,3238,2846,605,2436,1802,799,1122,1080,805,1075,844,1079,3267,999,3039,2988,3016,2719,3094,2892,2024,2585,2349,143,348,1115
3588	1	3	7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1899,564,1091,2942,3344,3348,3225,3346,3396,292,3401,3408,296,576,964,1070,505,911,915,1148,2616,1413,3355,3027,2803,1727,2703,1218,514,3454,2738,3399,3362,2902,3235,3239,2780,430,2068,239,2426,2739,2737,702,3431,351,2837,3249,3397,1378,2802,2912,2935,3218,3121,3165
5341	1	1	4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,2758,2188,2262,2527,212,2851,2386,2019,2408,2368,2650,279,503,576,107,1040,300,1071,1059,1385,1680,1120,1456,32,477,1693,1045,1347
2227	1	2	5	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,774,1575,106,561,1693,797,1456,2814,2464,1103,918,1371,3165,3226,3346,2154,3126,2465,69,2825,1797,1049,2201,1279,19,992,1118,1398,1060,560,943,1473,1046,3296,1071,2527,3319,2380,2029,1158,11,1312,1264,2233,904,639
1318	1	5	7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2730,963,3298,246,2068,2851,3121,2269,3184,2089,2814,2094,2348,2435,2377,3004,2350,1510,279,1436,561,1046,1050,3476,2002,1122,3279,576,300,1067,759,2527,992,2380,2660,2132,2432,3153,3027,2865,2765,32
5858	0	4	16	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,2730,1259,3217,3182,3160,3211,2338,2342,1084,1771,1052,517,1097,1023,2340,3098,1060,857,1990,2246,1371,2343,1652,2632,1145,2062,2339,1898,813,1045,1046,1222,1157,1612,2334,1122,1065,2326,2243,1168,2185,1724,2390,2322,2453,1174,1710,2419,995,2420,1172,2327,2332,1730
